"kenteken","voertuigsoort","merk","handelsbenaming","vervaldatum_apk","datum_tenaamstelling","bruto_bpm","inrichting","aantal_zitplaatsen","eerste_kleur","tweede_kleur","aantal_cilinders","cilinderinhoud","massa_ledig_voertuig","toegestane_maximum_massa_voertuig","massa_rijklaar","maximum_massa_trekken_ongeremd","maximum_trekken_massa_geremd","datum_eerste_toelating","datum_eerste_tenaamstelling_in_nederland","wacht_op_keuren","catalogusprijs","wam_verzekerd","maximale_constructiesnelheid","laadvermogen","oplegger_geremd","aanhangwagen_autonoom_geremd","aanhangwagen_middenas_geremd","aantal_staanplaatsen","aantal_deuren","aantal_wielen","afstand_hart_koppeling_tot_achterzijde_voertuig","afstand_voorzijde_voertuig_tot_hart_koppeling","afwijkende_maximum_snelheid","lengte","breedte","europese_voertuigcategorie","europese_voertuigcategorie_toevoeging","europese_uitvoeringcategorie_toevoeging","plaats_chassisnummer","technische_max_massa_voertuig","type","type_gasinstallatie","typegoedkeuringsnummer","variant","uitvoering","volgnummer_wijziging_eu_typegoedkeuring","vermogen_massarijklaar","wielbasis","export_indicator","openstaande_terugroepactie_indicator","vervaldatum_tachograaf","taxi_indicator","maximum_massa_samenstelling","aantal_rolstoelplaatsen","maximum_ondersteunende_snelheid","jaar_laatste_registratie_tellerstand","tellerstandoordeel","code_toelichting_tellerstandoordeel","tenaamstellen_mogelijk","vervaldatum_apk_dt","datum_tenaamstelling_dt","datum_eerste_toelating_dt","datum_eerste_tenaamstelling_in_nederland_dt","vervaldatum_tachograaf_dt","maximum_last_onder_de_vooras_sen_tezamen_koppeling","type_remsysteem_voertuig_code","rupsonderstelconfiguratiecode","wielbasis_voertuig_minimum","wielbasis_voertuig_maximum","lengte_voertuig_minimum","lengte_voertuig_maximum","breedte_voertuig_minimum","breedte_voertuig_maximum","hoogte_voertuig","hoogte_voertuig_minimum","hoogte_voertuig_maximum","massa_bedrijfsklaar_minimaal","massa_bedrijfsklaar_maximaal","technisch_toelaatbaar_massa_koppelpunt","maximum_massa_technisch_maximaal","maximum_massa_technisch_minimaal","subcategorie_nederland","verticale_belasting_koppelpunt_getrokken_voertuig","zuinigheidsclassificatie","registratie_datum_goedkeuring_afschrijvingsmoment_bpm","registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt","api_gekentekende_voertuigen_assen","api_gekentekende_voertuigen_brandstof","api_gekentekende_voertuigen_carrosserie","api_gekentekende_voertuigen_carrosserie_specifiek","api_gekentekende_voertuigen_voertuigklasse"
"G223DD","Personenauto","CITROEN","C3 AIRCROSS","20230829","20220922","3776","MPV","5","ZWART","Niet geregistreerd","3","1199","1154","1795","1254","600","840","20190829","20190829","Geen verstrekking in Open Data","24559","Ja","183",,,,,,"4","4","0","0",,"416","0","M1",,,,"1795","2",,"e4*2007/46*1241*07","R","HNPM-R1F100","0","0.06","260","Nee","Nee",,"Nee","2620","0","0.00","2022","Logisch","00","Ja","2023-08-29T00:00:00.000","2022-09-22T00:00:00.000","2019-08-29T00:00:00.000","2019-08-29T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DF","Personenauto","FORD","FIESTA","20230830","20190830","3252","hatchback","5","BLAUW","Niet geregistreerd","3","998","1064","1675","1164","580","1000","20190830","20190830","Geen verstrekking in Open Data","22983","Ja","183",,,,,,"4","4","0","0",,"0","0","M1",,,,"1675","JHH",,"e9*2007/46*3142*11","SFJN1JX","5CDPZNABDAX","0","0.06","249","Nee","Nee",,"Nee","2675","0","0.00","2022","Logisch","00","Ja","2023-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DG","Personenauto","SUBARU","XV","20230903","20211222","11790","stationwagen","5","GRIJS","Niet geregistreerd","4","1600","1400","1940","1500","650","1400","20190903","20190903","Geen verstrekking in Open Data","36196","Ja","175",,,,,,"4","4","0","0",,"447","0","M1",,,,"1940","G5",,"e13*2007/46*1648*05","GX3","CIL","0","0.06","267","Nee","Nee",,"Nee","3340","0","0.00","2022","Logisch","00","Ja","2023-09-03T00:00:00.000","2021-12-22T00:00:00.000","2019-09-03T00:00:00.000","2019-09-03T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DH","Personenauto","TOYOTA","TOYOTA YARIS","20241004","20190830","4176","MPV","5","WIT","Niet geregistreerd","4","1496","1020","1545","1120","550","835","20181004","20190830","Geen verstrekking in Open Data","20342","Ja","175",,,,,,"5","4","0","0",,"395","170","M1",,,"r. voorzitting","1545","XP13M(A)",,"e11*2007/46*0152*11","NSP13(MH)","NSP131L-CHFNBW(1M)","0","0.07","251","Nee","Nee",,"Nee","2380","0","0.00","2022","Geen oordeel","05","Ja","2024-10-04T00:00:00.000","2019-08-30T00:00:00.000","2018-10-04T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DJ","Personenauto","FORD","ECOSPORT","20230830","20200131","5086","hatchback","5","BLAUW","Niet geregistreerd","3","998","1249","1730","1349","670","900","20190830","20190830","Geen verstrekking in Open Data","28486","Ja","180",,,,,,"4","4","0","0",,"0","0","M1",,,,"1730","JK8",,"e9*2007/46*0092*24","M1JU11X","5AAPZNAB4DV","0","0.07","252","Nee","Nee",,"Nee","2630","0","0.00","2022","Logisch","00","Ja","2023-08-30T00:00:00.000","2020-01-31T00:00:00.000","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DK","Personenauto","LEXUS","LEXUS RC300H","20240830","20220907","3711","coupe","4","WIT","Niet geregistreerd","4","2494","1700","2170","1800",,,"20170918","20210212","Geen verstrekking in Open Data","62137","Ja","190",,,,,,"2","4","0","0",,"470","184","M1",,,,"2170","XC1(EU,M)",,"e11*2007/46*2883*01","AVC10(C)","AVC10L-RCXLHW(3B)","0","0.03","273","Nee","Nee",,"Nee","2170","0","0.00","2022","Geen oordeel","05","Ja","2024-08-30T00:00:00.000","2022-09-07T00:00:00.000","2017-09-18T00:00:00.000","2021-02-12T00:00:00.000",,,,,,,,,,,"140",,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DL","Personenauto","NISSAN","NISSAN QASHQAI","20230808","20190906","6658","MPV","5","GRIJS","Niet geregistreerd","4","1332","1290","1885","1390","695","1500","20190808","20190906","Geen verstrekking in Open Data","39540","Ja","198",,,,,,"4","4","0","0",,"439","181","M1",,,"r. schutbord","1885","J11",,"e5*2007/46*1029*02","F","F06","0","0.08","265","Nee","Nee",,"Nee","3385","0","0.00","2021","Logisch","00","Ja","2023-08-08T00:00:00.000","2019-09-06T00:00:00.000","2019-08-08T00:00:00.000","2019-09-06T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DN","Personenauto","AUDI","AUDI E-TRON","20230906","20190906",,"stationwagen","5","ZWART","Niet geregistreerd",,,"2465","3130","2565","750","1800","20190906","20190906","Geen verstrekking in Open Data","100619","Ja","200",,,,,,"4","4","0","0",,"0","0","M1",,,,"3130","GE",,"e1*2007/46*1914*04","XBM1JQ1","QE1QE1G1Z01RT11C210GABEM0","0","0.06","293","Nee","Nee",,"Nee","4930","0","0.00","2022","Logisch","00","Ja","2023-09-06T00:00:00.000","2019-09-06T00:00:00.000","2019-09-06T00:00:00.000","2019-09-06T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DP","Personenauto","BMW","220I ACTIVE TOURER","20230524","20190925","4653","stationwagen","5","ZWART","Niet geregistreerd","4","1998","1380","1970","1480","730","1500","20190524","20190925","Geen verstrekking in Open Data","45040","Ja","229",,,,,,"4","4","0","0",,"435","180","M1",,,,"1970","F2AT",,"e1*2007/46*1675*04","6S31","CA150000","0","0.10","267","Nee","Nee",,"Nee","3470","0","0.00","2022","Geen oordeel","05","Ja","2023-05-24T00:00:00.000","2019-09-25T00:00:00.000","2019-05-24T00:00:00.000","2019-09-25T00:00:00.000",,,,,,,,,,,"156",,,,,,,,,,"D",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DR","Personenauto","TOYOTA","TOYOTA YARIS HYBRID","20230904","20190904","1282","MPV","5","GRIJS","Niet geregistreerd","4","1497","1050","1565","1150",,,"20190904","20190904","Geen verstrekking in Open Data","22310","Ja","165",,,,,,"4","4","0","0",,"0","0","M1",,,,"1565","XP13M(A)",,"e6*2007/46*0344*01","NHP13(MH)","NHP130L-CHXNBW(1P)","0","0.05","251","Nee","Nee",,"Nee","1565","0","0.00","2022","Logisch","00","Ja","2023-09-04T00:00:00.000","2019-09-04T00:00:00.000","2019-09-04T00:00:00.000","2019-09-04T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DS","Personenauto","KIA","CEED","20230904","20200714","6265","stationwagen","5","GRIJS","Niet geregistreerd","3","998","1252","1840","1352","600","1200","20190904","20190904","Geen verstrekking in Open Data","29695","Ja","190",,,,,,"5","4","0","0",,"461","0","M1",,,,"1840","CD",,"e4*2007/46*1299*03","FAP11","M61D11","0","0.07","265","Nee","Nee",,"Nee","3040","0","0.00","2021","Logisch","00","Ja","2023-09-04T00:00:00.000","2020-07-14T00:00:00.000","2019-09-04T00:00:00.000","2019-09-04T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DT","Personenauto","MERCEDES-BENZ","SL 500","20230812","20190902","37517","cabriolet","2","GRIJS","Niet geregistreerd","8","4966","1745","2140","1845",,,"20011112","20190902","Geen verstrekking in Open Data",,"Ja","250",,,,,,"2","4",,,,,,"M1",,,"r. dwarsbalk a. voorzitting","2140","230",,,,,,"0.12","256","Nee","Nee",,"Nee",,,,"2022","Geen oordeel","05","Ja","2023-08-12T00:00:00.000","2019-09-02T00:00:00.000","2001-11-12T00:00:00.000","2019-09-02T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DV","Personenauto","TESLA","MODEL 3","20230909","20190909",,"sedan","5","GRIJS","Niet geregistreerd",,,"1831","2305","1931",,,"20190909","20190909","Geen verstrekking in Open Data","62000","Ja","233",,,,,,"4","4","0","0",,"469","0","M1",,,,"2305","003",,"e4*2007/46*1293*04","E3D","BB1N","0","0.03","288","Nee","Ja",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-09-09T00:00:00.000","2019-09-09T00:00:00.000","2019-09-09T00:00:00.000","2019-09-09T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223DZ","Personenauto","VOLVO","S60",,"20190904",,"Niet geregistreerd",,"GRIJS","Niet geregistreerd","5",,"1517",,,,,"20060401","20190904","Geen verstrekking in Open Data",,"Ja",,,,,,,,"4",,,,,,,,,"v. onder voorruit",,,,,,,,"0.00","271","Nee","Nee",,"Nee",,,,,"Niet geregistreerd","NG","Ja",,"2019-09-04T00:00:00.000","2006-04-01T00:00:00.000","2019-09-04T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FB","Personenauto","JAGUAR LAND ROVER","RANGE ROVER EVOQUE","20230617","20221001","2682","stationwagen","5","ZWART","Niet geregistreerd","4","2179","1650","2350","1750","750","1800","20130513","20200509","Geen verstrekking in Open Data","82439","Nee","195",,,,,,"4","4","0","0",,"0","190","M1",,,,"2350","LV",,"e11*2007/46*0223*07","S5FU2F","D5T2","0","0.08","266","Nee","Nee",,"Nee","4150","0","0.00","2022","Geen oordeel","05","Ja","2023-06-17T00:00:00.000","2022-10-01T00:00:00.000","2013-05-13T00:00:00.000","2020-05-09T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"E",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FD","Personenauto","VOLKSWAGEN","POLO","20230807","20191121","3121","hatchback","5","WIT","Niet geregistreerd","3","999","1045","1610","1145","570","1000","20190807","20191121","Geen verstrekking in Open Data","21584","Ja","187",,,,,,"5","4","0","0",,"0","175","M1",,,,"1610","AW",,"e1*2007/46*1783*10","ABDKLA","FM5FM5DF002N2VR27CP1BA","0","0.06","255","Nee","Nee",,"Nee","2610","0","0.00","2021","Logisch","00","Ja","2023-08-07T00:00:00.000","2019-11-21T00:00:00.000","2019-08-07T00:00:00.000","2019-11-21T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FF","Personenauto","PEUGEOT","208","20230912","20210812","3645","hatchback","5","WIT","Niet geregistreerd","3","1199","955","1550","1055","520","1150","20190912","20190912","Geen verstrekking in Open Data","20180","Ja","175",,,,,,"4","4","0","0",,"397","0","M1",,,,"1550","C",,"e2*2007/46*0070*47","CHMR","P/1S","0","0.06","254","Nee","Nee",,"Nee","2370","0","0.00","2021","Logisch","00","Ja","2023-09-12T00:00:00.000","2021-08-12T00:00:00.000","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FG","Personenauto","TESLA","MODEL 3","20230912","20190912",,"sedan","5","WIT","Niet geregistreerd",,,"1831","2305","1931","750","1000","20190912","20190912","Geen verstrekking in Open Data","60980","Ja","233",,,,,,"4","4","0","0",,"469","0","M1",,,,"2305","003",,"e4*2007/46*1293*04","E3D","BB1T1","0","0.03","288","Nee","Ja",,"Nee","3305","0","0.00","2022","Logisch","00","Ja","2023-09-12T00:00:00.000","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FH","Personenauto","KIA","CEE D","20221207","20191206","1831","stationwagen","5","GRIJS","Niet geregistreerd","4","1591","1248","1850","1348","600","1300","20130320","20191206","Geen verstrekking in Open Data","31188","Ja","192",,,,,,"4","4","0","0",,"451","178","M1",,,,"1850","JD",,"e4*2007/46*0496*03","C5P31","D61DZ1","0","0.07","265","Nee","Nee",,"Nee","3150","0","0.00","2021","Geen oordeel","05","Ja","2022-12-07T00:00:00.000","2019-12-06T00:00:00.000","2013-03-20T00:00:00.000","2019-12-06T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FJ","Personenauto","RENAULT","KANGOO","20230616","20220708","1034","MPV","5","BRUIN","Niet geregistreerd","4","1197","1295","1920","1395","695","1350","20140616","20190909","Geen verstrekking in Open Data","24779","Ja","173",,,,,,"4","4","0","0",,"428","183","M1",,,,"1920","W",,"e2*2001/116*0364*30","KWB2","KWB2B6","0","0.06","270","Nee","Nee",,"Nee","2970","0",,"2022","Geen oordeel","05","Ja","2023-06-16T00:00:00.000","2022-07-08T00:00:00.000","2014-06-16T00:00:00.000","2019-09-09T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FK","Personenauto","SKODA","KODIAQ","20230920","20190920","7182","stationwagen","5","ZWART","Niet geregistreerd","4","1498","1481","2189","1581","750","1800","20190920","20190920","Geen verstrekking in Open Data","39100","Ja","198",,,,,,"2","4","0","0",,"0","0","M1",,,,"2189","NS",,"e8*2007/46*0249*13","ACDPCAX0","NFD7FD7GC0084BF0NS5N1C7A","0","0.07","279","Nee","Nee",,"Nee","3989","0","0.00","2022","Logisch","00","Ja","2023-09-20T00:00:00.000","2019-09-20T00:00:00.000","2019-09-20T00:00:00.000","2019-09-20T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FL","Personenauto","TOYOTA","TOYOTA YARIS HYBRID","20230913","20190913","1282","MPV","5","GRIJS","Niet geregistreerd","4","1497","1050","1565","1150",,,"20190913","20190913","Geen verstrekking in Open Data","21110","Ja","165",,,,,,"4","4","0","0",,"0","0","M1",,,,"1565","XP13M(A)",,"e6*2007/46*0344*01","NHP13(MH)","NHP130L-CHXNBW(1P)","0","0.05","251","Nee","Nee",,"Nee","1565","0","0.00","2022","Logisch","00","Ja","2023-09-13T00:00:00.000","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FN","Personenauto","RENAULT","CAPTUR","20230403","20191004","3775","hatchback","5","WIT","ZWART","4","1332","1243","1746","1343","670","1200","20190403","20191004","Geen verstrekking in Open Data","29520","Ja","210",,,,,,"4","4","0","0",,"412","178","M1",,,,"1746","R",,"e2*2001/116*0327*88","00JE2","JSATB03A5000","1","0.08","261","Nee","Nee",,"Nee","2646","0","0.00","2020","Geen oordeel","05","Ja","2023-04-03T00:00:00.000","2019-10-04T00:00:00.000","2019-04-03T00:00:00.000","2019-10-04T00:00:00.000",,,,,,,,,,,"157",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FP","Personenauto","TOYOTA","TOYOTA RAV4","20230926","20190926","2859","stationwagen","5","BLAUW","Niet geregistreerd","4","2487","1565","2135","1665","750","800","20190926","20190926","Geen verstrekking in Open Data","41370","Ja","180",,,,,,"4","4","0","0",,"460","0","M1",,,,"2135","XA5(EU,M)",,"e6*2007/46*0289*01","AXAH52(N)","AXAH52L-ANXMBW(1B)","0","0.08","269","Nee","Nee",,"Nee","2935","0","0.00","2022","Logisch","00","Ja","2023-09-26T00:00:00.000","2019-09-26T00:00:00.000","2019-09-26T00:00:00.000","2019-09-26T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FR","Personenauto","VOLKSWAGEN","POLO","20230913","20210604","3121","hatchback","5","WIT","Niet geregistreerd","3","999","1045","1610","1145","570","1000","20190913","20190913","Geen verstrekking in Open Data","19964","Ja","187",,,,,,"5","4","0","0",,"0","0","M1",,,,"1610","AW",,"e1*2007/46*1783*11","ABDKLA","FM5FM5DF002N2VR27CP1BA","0","0.06","255","Nee","Nee",,"Nee","2610","0","0.00","2022","Logisch","00","Ja","2023-09-13T00:00:00.000","2021-06-04T00:00:00.000","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FS","Personenauto","BMW","318I","20230912","20211125","7921","stationwagen","5","WIT","Niet geregistreerd","3","1499","1465","2090","1565","695","1300","20190912","20190912","Geen verstrekking in Open Data","42330","Ja","210",,,,,,"4","4","0","0",,"463","0","M1",,,,"2090","3K",,"e1*2007/46*0315*23","8K11","DAW50000","0","0.06","281","Nee","Nee",,"Nee","3390","0","0.00","2022","Logisch","00","Ja","2023-09-12T00:00:00.000","2021-11-25T00:00:00.000","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FT","Personenauto","DS","DS 3 CABRIO","20240331","20190911","2442","hatchback","5","PAARS","Niet geregistreerd","3","1199","1095","1620","1195","570","1150","20160331","20190911","Geen verstrekking in Open Data","30489","Ja","202",,,,,,"2","4","0","0",,"395","172","M1",,,,"1620","S",,"e2*2007/46*0003*39","BHNY","M/S","0","0.08","245","Nee","Nee",,"Nee","2520","0","0.00","2022","Geen oordeel","05","Ja","2024-03-31T00:00:00.000","2019-09-11T00:00:00.000","2016-03-31T00:00:00.000","2019-09-11T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FV","Personenauto","VOLKSWAGEN","UP!","20230916","20201209","1942","hatchback","4","WIT","Niet geregistreerd","3","999","834","1330","934",,,"20190916","20190916","Geen verstrekking in Open Data","13208","Ja","162",,,,,,"5","4","0","0",,"360","0","M1",,,,"1330","AA",,"e13*2007/46*1167*23","ABCHYA","FM5FM5CF0117CPVR2N1SVW1BM","0","0.05","241","Nee","Nee",,"Nee","0","0","0.00","2020","Logisch","00","Ja","2023-09-16T00:00:00.000","2020-12-09T00:00:00.000","2019-09-16T00:00:00.000","2019-09-16T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G223FX","Personenauto","PEUGEOT","3008","20230429","20210721","4020","MPV","5","WIT","Niet geregistreerd","3","1199","1295","1940","1395","690","1150","20190429","20190916","Geen verstrekking in Open Data","41521","Ja","188",,,,,,"4","4","0","0",,"445","184","M1",,,,"1940","M",,"e2*2007/46*0534*09","R","HNSR-C1B000","0","0.07","268","Nee","Nee",,"Nee","3090","0","0.00","2022","Geen oordeel","05","Ja","2023-04-29T00:00:00.000","2021-07-21T00:00:00.000","2019-04-29T00:00:00.000","2019-09-16T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
