,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,inrichting,aantal_zitplaatsen,eerste_kleur,massa_ledig_voertuig,toegestane_maximum_massa_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,typegoedkeuringsnummer,variant,uitvoering,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,jaar_laatste_registratie_tellerstand,maximum_massa_samenstelling,tellerstandoordeel,aantal_rolstoelplaatsen,code_toelichting_tellerstandoordeel,api_gekentekende_voertuigen_assen,tenaamstellen_mogelijk,vervaldatum_apk_dt,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,datum_tenaamstelling_dt,datum_eerste_toelating_dt,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,datum_eerste_tenaamstelling_in_nederland_dt
0,00PSK5,Personenauto,MITSUBISHI,MITSUBISHI I-MIEV,2023-11-08,2022-05-11,stationwagen,4,WIT,1085,1450,1185,20110318,20110318,Geen verstrekking in Open Data,Ja,4,4,0,0,348,0,M1,r. kofferruimte,1450,e1*2007/46*0527*01,HA311,AAAAAAA4AAAA,0,0.03,255,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-11-08,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-05-11,2011-03-18,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-03-18
1,00SFJ1,Personenauto,NISSAN,NISSAN LEAF,2023-09-25,2018-02-23,MPV,5,ZWART,1500,1965,1600,20110924,20110924,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-09-25,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-02-23,2011-09-24,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-09-24
2,00SJJ7,Personenauto,CITROEN,C-ZERO,2023-10-08,2013-12-31,MPV,4,ROOD,1095,1450,1195,20111004,20111004,Geen verstrekking in Open Data,Ja,4,4,0,0,348,0,M1,r. kofferruimte,1450,e2*2007/46*0068*00,NZKZ,Z,0,0.03,255,Nee,Nee,Nee,2022,0,Geen oordeel,0,07,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-10-08,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2013-12-31,2011-10-04,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-10-04
3,00SJT8,Personenauto,NISSAN,NISSAN LEAF,2023-03-15,2021-03-01,MPV,5,WIT,1500,1965,1600,20120315,20120315,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-03-15,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-03-01,2012-03-15,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-03-15
4,00SPS2,Personenauto,NISSAN,NISSAN LEAF,2023-08-10,2016-09-05,MPV,5,WIT,1500,1965,1600,20111115,20111115,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-10,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2016-09-05,2011-11-15,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-11-15
5,00SXJ8,Personenauto,MAZDA,MAZDA RX-8,2020-12-24,2011-12-30,sedan,4,GRIJS,1290,1815,1390,20040805,20111219,Geen verstrekking in Open Data,Nee,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1815,e11*2001/116*0199*01,173,6,0,0.12,270,Nee,Ja,Nee,2019,3015,Geen oordeel,0,05,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2020-12-24,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2011-12-30,2004-08-05,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-12-19
6,00XLP1,Personenauto,NISSAN,NISSAN LEAF,2023-08-09,2018-03-05,MPV,5,WIT,1500,1965,1600,20120629,20120629,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-09,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-03-05,2012-06-29,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-06-29
7,00XXF1,Personenauto,CITROEN,C-ZERO,2023-09-06,2022-01-06,MPV,4,ZWART,1095,1450,1195,20120906,20120906,Geen verstrekking in Open Data,Ja,4,4,0,0,348,0,M1,r. kofferruimte,1450,e2*2007/46*0068*00,NZKZ,Z,0,0.03,255,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-09-06,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-01-06,2012-09-06,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-09-06
8,00XZP4,Personenauto,PEUGEOT,ION,2023-02-20,2020-02-20,MPV,4,ZWART,1095,1450,1195,20121031,20121031,Geen verstrekking in Open Data,Ja,4,4,0,0,348,0,M1,r. kofferruimte,1450,e2*2007/46*0069*00,NZKZ,Z,0,0.03,255,Nee,Ja,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-02-20,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-02-20,2012-10-31,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-10-31
9,0117HP,Personenauto,N.S.U.,RO 80,,1977-09-30,Niet geregistreerd,,WIT,1230,,1330,19690103,19690103,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,r. op schutbord,0,,,,0,0.00,286,Nee,Nee,Nee,2019,0,Logisch,,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,1977-09-30,1969-01-03,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,1969-01-03
10,01NNXK,Personenauto,MAZDA,MAZDA RX-8,2023-07-29,2015-07-23,sedan,4,GRIJS,1290,1815,1390,20040102,20040102,Geen verstrekking in Open Data,Ja,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1815,e11*2001/116*0199*01,173,6,0,0.12,270,Nee,Nee,Nee,2022,3015,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-07-29,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2015-07-23,2004-01-02,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2004-01-02
11,01PFNB,Personenauto,MAZDA,MAZDA RX-8,2023-03-23,2022-06-04,sedan,4,GRIJS,1290,1820,1390,20040604,20040604,Geen verstrekking in Open Data,Ja,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1820,e11*2001/116*0199*01,17N,2,0,0.10,270,Nee,Nee,Nee,2022,3020,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-03-23,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-06-04,2004-06-04,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2004-06-04
12,01PSK5,Personenauto,MITSUBISHI,MITSUBISHI I-MIEV,2022-03-18,2022-08-05,stationwagen,4,BLAUW,1085,1450,1185,20110318,20110318,Geen verstrekking in Open Data,Ja,4,4,0,0,348,0,M1,r. kofferruimte,1450,e1*2007/46*0527*01,HA311,AAAAAAA4AAAA,0,0.03,255,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-03-18,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-08-05,2011-03-18,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-03-18
13,01RPD9,Personenauto,PEUGEOT,ION,2023-04-28,2021-04-25,MPV,4,BLAUW,1095,1450,1195,20110629,20110629,Geen verstrekking in Open Data,Ja,4,4,0,0,348,0,M1,r. kofferruimte,1450,e2*2007/46*0069*00,NZKZ,Z,0,0.03,255,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-04-28,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-04-25,2011-06-29,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-06-29
14,01RXG4,Personenauto,NISSAN,NISSAN LEAF,2023-05-08,2016-05-13,MPV,5,ZWART,1500,1965,1600,20110823,20110823,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-05-08,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2016-05-13,2011-08-23,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-08-23
15,01SFJ1,Personenauto,NISSAN,NISSAN LEAF,2023-08-22,2020-08-19,MPV,5,ZWART,1500,1965,1600,20110920,20110920,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-22,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-08-19,2011-09-20,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-09-20
16,01THV4,Personenauto,NISSAN,NISSAN LEAF,2023-01-06,2022-01-07,MPV,5,GRIJS,1500,1965,1600,20120209,20120209,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-01-06,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-01-07,2012-02-09,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-02-09
17,01XNG8,Personenauto,NISSAN,NISSAN LEAF,2023-06-29,2018-08-27,MPV,5,WIT,1500,1965,1600,20120629,20120629,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*01,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-29,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-08-27,2012-06-29,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-06-29
18,01XZP4,Personenauto,PEUGEOT,ION,2023-06-18,2021-01-02,MPV,4,ZWART,1095,1450,1195,20121108,20121108,Geen verstrekking in Open Data,Ja,4,4,0,0,348,0,M1,r. kofferruimte,1450,e2*2007/46*0069*00,NZKZ,Z,0,0.03,255,Nee,Ja,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-18,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-01-02,2012-11-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-11-08
19,02GBP6,Personenauto,MAZDA,MAZDA RX-8,2018-09-22,2019-12-09,sedan,4,GRIJS,1290,1820,1390,20031124,20080531,Geen verstrekking in Open Data,Nee,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1820,e11*2001/116*0199*01,17N,2,0,0.10,270,Nee,Ja,Nee,2017,3020,Geen oordeel,0,05,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2018-09-22,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2019-12-09,2003-11-24,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2008-05-31
20,02RXFN,Personenauto,MAZDA,MAZDA RX-8,2021-08-09,2020-08-12,sedan,4,GRIJS,1290,1820,1390,20050930,20050930,Geen verstrekking in Open Data,Ja,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1820,e11*2001/116*0199*01,17N,2,0,0.10,270,Nee,Nee,Nee,2020,3020,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2021-08-09,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-08-12,2005-09-30,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2005-09-30
21,02RXG4,Personenauto,NISSAN,NISSAN LEAF,2022-10-13,2016-11-21,MPV,5,WIT,1500,1965,1600,20110913,20110913,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2021,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-10-13,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2016-11-21,2011-09-13,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-09-13
22,02RZGT,Personenauto,MAZDA,MAZDA RX-8,2023-07-01,2015-07-10,sedan,4,GRIJS,1290,1815,1390,20051020,20051020,Geen verstrekking in Open Data,Ja,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1815,e11*2001/116*0199*01,173,6,0,0.12,270,Nee,Nee,Nee,2022,3015,Onlogisch,0,04,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-07-01,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2015-07-10,2005-10-20,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2005-10-20
23,02SVV3,Personenauto,NISSAN,NISSAN LEAF,2022-12-18,2020-12-15,MPV,5,WIT,1500,1965,1600,20111215,20111215,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2021,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-12-18,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-12-15,2011-12-15,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-12-15
24,02ZSV3,Personenauto,NISSAN,NISSAN LEAF,2023-02-16,2018-08-03,MPV,5,WIT,1500,1965,1600,20130131,20130131,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*03,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-02-16,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-08-03,2013-01-31,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2013-01-31
25,02ZSZ5,Personenauto,NISSAN,NISSAN LEAF,2023-06-11,2021-06-12,MPV,5,WIT,1500,1965,1600,20130201,20130201,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*03,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-11,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-06-12,2013-02-01,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2013-02-01
26,0346PS,Personenauto,N.S.U.,RO 80,,1986-09-09,Niet geregistreerd,,GROEN,1230,,1330,19701120,19701120,Geen verstrekking in Open Data,Nee,4,4,0,0,0,0,M1,,0,,,,0,0.00,286,Nee,Nee,Nee,,0,Niet geregistreerd,,NG,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,1986-09-09,1970-11-20,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,1970-11-20
27,03NRRT,Personenauto,MAZDA,MAZDA RX-8,2021-03-23,2020-05-27,sedan,4,GRIJS,1290,1815,1390,20040116,20040116,Geen verstrekking in Open Data,Nee,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1815,e11*2001/116*0199*01,173,6,0,0.12,270,Nee,Nee,Nee,2020,3015,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2021-03-23,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-05-27,2004-01-16,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2004-01-16
28,03RXJN,Personenauto,MAZDA,MAZDA RX-8,2020-12-02,2019-12-02,sedan,4,GEEL,1290,1815,1390,20050929,20050929,Geen verstrekking in Open Data,Nee,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1815,e11*2001/116*0199*01,173,6,0,0.12,270,Nee,Nee,Nee,2020,3015,Geen oordeel,0,02,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2020-12-02,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2019-12-02,2005-09-29,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2005-09-29
29,03RXVG,Personenauto,MAZDA,MAZDA RX-8,2023-08-31,2020-10-20,sedan,4,ZWART,1290,1820,1390,20051012,20051012,Geen verstrekking in Open Data,Ja,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1820,e11*2001/116*0199*01,17N,2,0,0.10,270,Nee,Nee,Nee,2022,3020,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-31,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-10-20,2005-10-12,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2005-10-12
30,03TDT9,Personenauto,NISSAN,NISSAN LEAF,2023-02-10,2021-07-31,MPV,5,ZWART,1500,1965,1600,20120111,20120111,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-02-10,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-07-31,2012-01-11,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2012-01-11
31,03ZVJ6,Personenauto,NISSAN,NISSAN LEAF,2023-03-12,2022-03-09,MPV,5,WIT,1500,1965,1600,20130225,20130225,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*03,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-03-12,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-03-09,2013-02-25,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2013-02-25
32,0408HE,Personenauto,N.S.U.,RO 80,,1969-04-03,Niet geregistreerd,,WIT,1230,,1330,19690403,19690403,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,,0,,,,0,0.00,286,Nee,Nee,Nee,2019,0,Logisch,,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,1969-04-03,1969-04-03,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,1969-04-03
33,0414HE,Personenauto,N.S.U.,RO 80,,2004-02-27,Niet geregistreerd,,WIT,1230,,1330,19701112,19701112,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,,0,,,,0,0.00,286,Nee,Nee,Nee,2018,0,Logisch,,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2004-02-27,1970-11-12,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,1970-11-12
34,0446MG,Personenauto,N.S.U.,RO 80,,2021-01-08,Niet geregistreerd,,ROOD,1230,,1330,19691205,19691205,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,r. op randprofiel v. schutbord,0,,,,0,0.00,286,Nee,Nee,Nee,,0,Niet geregistreerd,,NG,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-01-08,1969-12-05,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,1969-12-05
35,04JZL5,Personenauto,MAZDA,MAZDA RX-8,2022-01-29,2020-03-04,sedan,4,ZWART,1290,1820,1390,20040706,20101021,Geen verstrekking in Open Data,Ja,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1820,e11*2001/116*0199*01,17N,2,0,0.10,270,Nee,Nee,Nee,2021,3020,Geen oordeel,0,05,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-01-29,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-03-04,2004-07-06,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2010-10-21
36,04RBZ4,Personenauto,NISSAN,NISSAN LEAF,2023-04-20,2022-04-22,MPV,5,GRIJS,1500,1965,1600,20110506,20110506,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-04-20,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-04-22,2011-05-06,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-05-06
37,04RKXD,Personenauto,MAZDA,MAZDA RX-8,2016-03-31,2013-03-19,sedan,4,ZWART,1290,1815,1390,20050519,20050519,Geen verstrekking in Open Data,Nee,4,4,0,0,443,0,M1,r. tegen schutbord onder motorkap,1815,e11*2001/116*0199*01,173,6,0,0.12,270,Nee,Ja,Nee,2015,3015,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2016-03-31,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2013-03-19,2005-05-19,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2005-05-19
38,04RXG4,Personenauto,NISSAN,NISSAN LEAF,2023-06-17,2019-05-10,MPV,5,WIT,1500,1965,1600,20110913,20110913,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-17,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2019-05-10,2011-09-13,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-09-13
39,04SKK6,Personenauto,NISSAN,NISSAN LEAF,2023-08-04,2020-11-28,MPV,5,BLAUW,1500,1965,1600,20111031,20111031,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1965,e11*2007/46*0230*00,A,A01,0,0.05,269,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-04,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-11-28,2011-10-31,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2011-10-31
