,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,inrichting,aantal_zitplaatsen,eerste_kleur,massa_ledig_voertuig,toegestane_maximum_massa_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,typegoedkeuringsnummer,variant,uitvoering,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,jaar_laatste_registratie_tellerstand,maximum_massa_samenstelling,tellerstandoordeel,aantal_rolstoelplaatsen,code_toelichting_tellerstandoordeel,api_gekentekende_voertuigen_assen,tenaamstellen_mogelijk,vervaldatum_apk_dt,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,datum_tenaamstelling_dt,datum_eerste_toelating_dt,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,datum_eerste_tenaamstelling_in_nederland_dt
418,1TPF41,Personenauto,NISSAN,NISSAN LEAF,2023-04-07,2017-09-07,MPV,5,ROOD,1405,1945,1505,20140407,20140407,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*05,A,A02,0,0.05,270,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-04-07,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2017-09-07,2014-04-07,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-04-07
419,1TPP55,Personenauto,TESLA MOTORS,MODEL S,2023-04-12,2019-01-17,hatchback,5,ZWART,2075,2590,2175,20140407,20140407,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*00,85,B19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-04-12,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2019-01-17,2014-04-07,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-04-07
420,1TRP81,Personenauto,NISSAN,NISSAN LEAF,2023-04-25,2014-04-25,MPV,5,WIT,1405,1945,1505,20140425,20140425,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*05,A,A02,0,0.05,270,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-04-25,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2014-04-25,2014-04-25,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-04-25
421,1TRZ48,Personenauto,TESLA MOTORS,MODEL S,2023-03-19,2020-02-28,hatchback,5,WIT,2075,2590,2175,20140423,20140423,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Ja,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-03-19,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-02-28,2014-04-23,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-04-23
422,1TSG70,Personenauto,TESLA MOTORS,MODEL S,2023-06-07,2021-01-05,hatchback,5,ROOD,2075,2590,2175,20140514,20140514,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,P19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-07,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-01-05,2014-05-14,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-05-14
423,1TSG72,Personenauto,TESLA MOTORS,MODEL S,2023-01-26,2018-01-02,hatchback,5,GRIJS,2075,2590,2175,20140604,20140604,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B21,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-01-26,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-01-02,2014-06-04,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-06-04
424,1TSL78,Personenauto,RENAULT,ZOE,2023-05-05,2016-11-04,hatchback,5,ZWART,1403,1943,1503,20140505,20140505,Geen verstrekking in Open Data,Ja,4,4,0,0,409,0,M1,r. kofferruimte,1943,e2*2007/46*0251*01,AGV,AGVYA1,0,0.03,259,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-05-05,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2016-11-04,2014-05-05,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-05-05
425,1TXB41,Personenauto,TESLA MOTORS,MODEL S,2023-06-27,2022-07-05,hatchback,5,ZWART,1974,2590,2074,20140621,20140621,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,60,B19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-27,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-07-05,2014-06-21,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-06-21
426,1TXB50,Personenauto,TESLA MOTORS,MODEL S,2023-06-01,2020-03-07,hatchback,5,ZWART,2075,2590,2175,20140530,20140530,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-01,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-03-07,2014-05-30,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-05-30
427,1TXB51,Personenauto,TESLA MOTORS,MODEL S,2023-06-07,2019-05-31,hatchback,5,ZWART,2075,2590,2175,20140530,20140530,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B21,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-06-07,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2019-05-31,2014-05-30,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-05-30
428,1TZN53,Personenauto,NISSAN,NISSAN LEAF,2023-01-31,2020-12-11,MPV,5,WIT,1405,1945,1505,20140617,20140617,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*05,A,A02,0,0.05,270,Nee,Nee,Nee,2021,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-01-31,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-12-11,2014-06-17,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-06-17
429,1XDB81,Personenauto,FORD-CNG-TECHNIK,FOCUS ELECTRIC,2023-07-01,2014-07-01,hatchback,5,WIT,1600,2085,1700,20140701,20140701,Geen verstrekking in Open Data,Ja,4,4,0,0,439,0,M1,r. frame by voorzitting,2085,e13*2007/46*1390*01,KDDA1K,5XYEQE,0,0.03,265,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-07-01,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2014-07-01,2014-07-01,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-07-01
430,1XDK76,Personenauto,VOLKSWAGEN,UP,2022-12-30,2022-01-03,hatchback,4,WIT,1114,1500,1214,20140708,20140708,Geen verstrekking in Open Data,Ja,0,4,0,0,354,0,M1,r. motorruimte,1500,e13*2007/46*1167*11,ABEABA,FA1FA1CZ0020GAVR0N1EVW,0,0.05,242,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-12-30,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-01-03,2014-07-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-07-08
431,1XFF13,Personenauto,BMW I,I3,2023-02-26,2021-05-05,sedan,4,WIT,1170,1620,1270,20140708,20140708,Geen verstrekking in Open Data,Ja,4,4,0,0,400,0,M1,r. voorzitting,1620,e1*2007/46*1213*03,1Z21,0A040000,0,0.06,257,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-02-26,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-05-05,2014-07-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-07-08
432,1XGL64,Personenauto,BMW I,I3,2023-08-06,2020-04-15,sedan,4,ORANJE,1170,1620,1270,20140806,20140806,Geen verstrekking in Open Data,Ja,4,4,0,0,400,0,M1,r. voorzitting,1620,e1*2007/46*1213*03,1Z21,0A040000,0,0.06,257,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-06,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-04-15,2014-08-06,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-08-06
433,1XGN61,Personenauto,TESLA MOTORS,MODEL S,2023-07-24,2021-07-23,hatchback,5,BLAUW,2075,2590,2175,20140721,20140721,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*00,85,B21,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-07-24,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-07-23,2014-07-21,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-07-21
434,1XHB95,Personenauto,BMW I,I3,2023-08-19,2022-04-29,sedan,4,GRIJS,1170,1620,1270,20140819,20140819,Geen verstrekking in Open Data,Ja,4,4,0,0,400,0,M1,r. voorzitting,1620,e1*2007/46*1213*03,1Z21,0A040000,0,0.06,257,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-19,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-04-29,2014-08-19,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-08-19
435,1XHB96,Personenauto,BMW I,I3,2023-01-06,2022-01-04,sedan,4,GRIJS,1170,1620,1270,20140808,20140808,Geen verstrekking in Open Data,Ja,4,4,0,0,400,0,M1,r. voorzitting,1620,e1*2007/46*1213*03,1Z21,0A040000,0,0.06,257,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-01-06,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-01-04,2014-08-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-08-08
436,1XHB97,Personenauto,BMW I,I3,2023-08-01,2014-08-01,sedan,4,GRIJS,1170,1620,1270,20140801,20140801,Geen verstrekking in Open Data,Ja,4,4,0,0,400,0,M1,r. voorzitting,1620,e1*2007/46*1213*03,1Z21,0A040000,0,0.06,257,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-01,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2014-08-01,2014-08-01,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-08-01
437,1XHR24,Personenauto,BMW I,I3,2023-10-07,2018-06-05,sedan,4,WIT,1170,1620,1270,20140822,20140822,Geen verstrekking in Open Data,Nee,4,4,0,0,400,0,M1,r. voorzitting,1620,e1*2007/46*1213*03,1Z21,0A040000,0,0.06,257,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-10-07,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-06-05,2014-08-22,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-08-22
438,1XJX69,Personenauto,BMW I,I3,2023-09-29,2020-09-29,sedan,4,GRIJS,1170,1620,1270,20140829,20140829,Geen verstrekking in Open Data,Ja,4,4,0,0,400,0,M1,r. voorzitting,1620,e1*2007/46*1213*03,1Z21,0A040000,0,0.06,257,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-09-29,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-09-29,2014-08-29,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-08-29
439,1XKK36,Personenauto,TESLA MOTORS,MODEL S,2022-09-16,2014-09-04,hatchback,5,ROOD,2075,2590,2175,20140904,20140904,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Nee,Ja,2022,0,Onlogisch,0,04,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-09-16,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2014-09-04,2014-09-04,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-04
440,1XKK37,Personenauto,TESLA MOTORS,MODEL S,2022-10-04,2018-01-11,hatchback,5,BLAUW,2075,2590,2175,20140908,20140908,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Ja,Ja,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-10-04,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-01-11,2014-09-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-08
441,1XKK45,Personenauto,TESLA MOTORS,MODEL S,2023-09-12,2018-06-27,hatchback,5,BLAUW,2075,2590,2175,20140908,20140908,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Ja,Ja,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-09-12,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-06-27,2014-09-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-08
442,1XKK47,Personenauto,TESLA MOTORS,MODEL S,2023-09-21,2017-12-28,hatchback,5,BLAUW,2075,2590,2175,20140908,20140908,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Nee,Ja,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-09-21,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2017-12-28,2014-09-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-08
443,1XKK48,Personenauto,TESLA MOTORS,MODEL S,2022-10-12,2018-02-09,hatchback,5,BLAUW,2075,2590,2175,20140908,20140908,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Ja,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-10-12,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2018-02-09,2014-09-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-08
444,1XKK91,Personenauto,TESLA MOTORS,MODEL S,2023-09-08,2022-02-03,hatchback,5,BLAUW,2075,2590,2175,20140908,20140908,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-09-08,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-02-03,2014-09-08,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-08
445,1XKL26,Personenauto,SMART,ELECTRIC DRIVE,2023-08-31,2020-08-26,coupe,2,ZWART,875,1150,975,20140829,20140829,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,r. bodemplaat,1150,e1*2007/46*0540*04,43E3Y0,ZYAAA200,0,0.04,187,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-08-31,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-08-26,2014-08-29,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-08-29
446,1XLD20,Personenauto,NISSAN,NISSAN LEAF,2023-02-07,2022-02-12,MPV,5,GRIJS,1405,1945,1505,20140905,20140905,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*06,A,A02,0,0.05,270,Nee,Nee,Nee,2022,1945,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-02-07,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-02-12,2014-09-05,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-05
447,1XLP45,Personenauto,NISSAN,NISSAN LEAF,2022-09-29,2020-06-19,MPV,5,GRIJS,1405,1945,1505,20140916,20140916,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*06,A,A02,0,0.05,270,Nee,Nee,Nee,2020,1945,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-09-29,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-06-19,2014-09-16,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-16
448,1XNL38,Personenauto,RENAULT,ZOE,2023-05-04,2022-05-06,hatchback,5,ZWART,1403,1943,1503,20140926,20140926,Geen verstrekking in Open Data,Ja,4,4,0,0,409,0,M1,r. kofferruimte,1943,e2*2007/46*0251*01,AGV,AGVYA0,0,0.03,259,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-05-04,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-05-06,2014-09-26,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-26
449,1XNS66,Personenauto,TESLA MOTORS,MODEL S,2023-10-04,2020-06-16,hatchback,5,BRUIN,2075,2590,2175,20140929,20140929,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-10-04,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-06-16,2014-09-29,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-29
450,1XNS74,Personenauto,TESLA MOTORS,MODEL S,2023-01-31,2021-09-13,hatchback,5,ZWART,1974,2590,2074,20140930,20140930,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,60,B19,0,0.03,296,Nee,Nee,Nee,2022,0,Geen oordeel,0,05,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-01-31,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-09-13,2014-09-30,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-30
451,1XNZ56,Personenauto,VOLKSWAGEN,UP,2023-09-30,2019-10-11,hatchback,4,ZWART,1114,1500,1214,20140930,20140930,Geen verstrekking in Open Data,Ja,0,4,0,0,354,0,M1,r. motorruimte,1500,e13*2007/46*1167*11,ABEABA,FA1FA1CZ0020GAVR0N1EVW,0,0.05,242,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-09-30,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2019-10-11,2014-09-30,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-09-30
452,1XRD95,Personenauto,TESLA MOTORS,MODEL S,2023-10-08,2022-06-14,hatchback,5,ZWART,2075,2590,2175,20141003,20141003,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,B19,0,0.03,296,Nee,Nee,Ja,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-10-08,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2022-06-14,2014-10-03,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-10-03
453,1XRD96,Personenauto,TESLA MOTORS,MODEL S,2023-10-16,2020-02-03,hatchback,5,ZWART,2075,2590,2175,20141003,20141003,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,P19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-10-16,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-02-03,2014-10-03,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-10-03
454,1XRD97,Personenauto,TESLA MOTORS,MODEL S,2023-11-24,2020-12-10,hatchback,5,ZWART,2075,2590,2175,20141112,20141112,Geen verstrekking in Open Data,Ja,5,4,0,0,497,0,M1,r. motorruimte,2590,e4*2007/46*0667*01,85,P19,0,0.03,296,Nee,Nee,Nee,2022,0,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-11-24,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-12-10,2014-11-12,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-11-12
455,1XRR07,Personenauto,NISSAN,NISSAN LEAF,2023-10-11,2020-05-29,MPV,5,WIT,1405,1945,1505,20141011,20141011,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*06,A,A02,0,0.05,270,Nee,Nee,Nee,2022,1945,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-10-11,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2020-05-29,2014-10-11,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-10-11
456,1XRR08,Personenauto,NISSAN,NISSAN LEAF,2023-10-17,2019-09-30,MPV,5,ROOD,1405,1945,1505,20141017,20141017,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*06,A,A02,0,0.05,270,Nee,Nee,Nee,2022,1945,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2023-10-17,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2019-09-30,2014-10-17,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-10-17
457,1XRR09,Personenauto,NISSAN,NISSAN LEAF,2022-11-15,2021-09-14,MPV,5,WIT,1405,1945,1505,20141115,20141115,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. schutbord,1945,e11*2007/46*0230*06,A,A02,0,0.05,270,Nee,Nee,Nee,2021,1945,Logisch,0,00,https://opendata.rdw.nl/resource/3huj-srit.json,Ja,2022-11-15,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,2021-09-14,2014-11-15,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,2014-11-15
